,,,,,,
Член Правління Національного банку України - директор Генерального департаменту банківського нагляду,"Member of the Board of the National Bank of Ukraine, Director of the General Department of banking supervision",,,,Member of the Board of the National Bank of Ukraine - Director of General Department of Banking Supervision,
Член Правління Національного банку України - директор Департаменту відкритих ринків,Member of the Board of the National Bank of Ukraine - Director of the Department of open markets,,,,Member of the Board of the National Bank of Ukraine - Director of Department of Open Markets,
Член Правління Національного банку України - директор Департаменту персоналу,Member of the Board of the National Bank of Ukraine - Director of the Department of personnel,,,,Member of the Board of the National Bank of Ukraine - Director of Department of HR Department,
Член Правління Національного банку України - директор Юридичного департаменту,Member of the Board of the National Bank of Ukraine - Director of the Legal Department,,,,Member of the Board of the National Bank of Ukraine - Director of Legal Department,
Член Ради Національного банку України,Member of the Board of the National Bank of Ukraine,,,,Member of the Board of the National Bank of Ukraine,
Член Рахункової палати - Головний контролер,Member of the audit chamber Chief controller,,,,Member of the Audit Chamber - Chief Controller,
Член Рахункової палати - Заступник голови,Member of the audit chamber Deputy Chairman,,,,Member of the Audit Chamber- Deputy Head,
Член Рахункової палати - Заступник голови - Секрктар,Member of the audit chamber Deputy Chairman - Secrctar,,,,Member of the Audit Chamber - Deputy Head - Secretary,
Член Центральної виборчої комісії,Member of the Central election Commission,,,,Member of the Central Election Commission,
Член дирекції,The member of the Division ,,,,Member of the Directorate,
"Член дирекції, головний бухгалтер","Board member, chief accountant",,,,"Board Member, Chief Accountant",
"Член дирекції, головний інженер","Board member, chief engineer",,,,"Board Member, Chief Engineer",
Член наглядової ради,Member of the Supervisory Board,,,,Member of the Supervisory Board,
Член правління,Board member,,,,Board Member,
Член ревізійної комісії,Member of the audit Committee,,,,Member of the Audit Committee,
в. о. Прокурора Луганської області,V. a. The Prosecutor of Luhansk region,,,,Acting Prosecutor of Luhansk Oblast (Region),
в. о. Прокурора Рівненської області,V. a. The Prosecutor of Rivne region,,,,Acting Prosecutor of Rivne Oblast (Region),
в. о. Прокурора Тернопільської області,V. a. The Prosecutor Ternopil region,,,,Acting Prosecutor Ternopil Oblast (Region),
в. о. Прокурора Чернігівської області,V. a. The Prosecutor Chernihiv region,,,,Acting Prosecutor Chernihiv Oblast (Region),
в. о. Прокурора міста Києва,V. a. The Kyiv city Prosecutor,,,,Acting Prosecutor of Kyiv ,
в. о. начальника,V. a. head,,,,Acting Head,
в. о. начальника Головного управління Держземагентства у Вінницькій області,V. a. head of the Main Department of State land Agency in Vinnitsa region,,,,Acting Head of the Main Department of the State Land Agency in Vinnytsia Oblast (Region),
в.о Голови суду,V. the President of the Court in,,,,Acting Headof the Court,
в.о Начальника Головного управління,V. on the Head of the Main Department,,,,Acting Head of the Main Department,
в.о. Начальника Головного управління,V. a. Head of the Main Department,,,,Acting Head of the Main Department,
в.о. Начальника інспекції,V. a. The inspection head,,,,Acting Head of Inspection,
в.о. голови,V. a. Chairman,,,,Acting Head,
в.о. голови правління,V. a. the Chairman of the Board,,,,Acting Chairman of the Board,
в.о. голови правління ВАТ,V. a. the Chairman of the Board JSC,,,,Acting Chairman of the Board of JSC,
в.о. голови правління ПАТ,V. a. the Chairman of the Board PJSC,,,,Acting Chairman of the Board of PJSC,
в.о. директора,V. a. Director,,,,Acting Director,
в.о. керівника,V. a. head,,,,Acting Head,
в.о. начальника,V. a. head,,,,Acting Head,
в.о. начальника Головного територіального управління юстиції у Вінницькій області,V. a. the chief of Territorial  administration of Justice in Vinnytsia region,,,,Acting Chief of Territorial Division of Justice in Vinnytsia Oblast (Region),
в.о. начальника Головного управління,V. a. head of the Main Department,,,,Acting Head of the Main Department,
в.о.Прокурора Київської області,V. a.The Prosecutor of the Kyiv region,,,,Acting Prosecutor of Kyiv Oblast (Region),
в.о.генерального директора,V. a.General Director,,,,Acting CEO,
в.о.голови Донецького обласного територіального відділення,V. a.Chairman of the Donetsk regional Territorial  office,,,,Acting Chairman of the Donetsk Regional Territorial Office,
в.о.голови правління,V. a.the Chairman of the Board,,,,Acting Chairman of the Board,
в.о.голови правління-генеральний директор,V. a.Chairman of the Division  Board-General Director,,,,Acting Chairman of the Division  Board - CEO,
в.о.начальника,V. a.head,,,,Acting Head,
в.о.начальника Головного управління,V. a.head of the Main Department,,,,Acting Head of the Main Department,
в.о.начальника інспекції,V. a.the inspection head,,,,Acting Head pf Inspection,
виконуюча обовязки голови правління ПАТ,the acting Chairman of the Board of PJSC,,,,Acting Chairman of the Board of PJSC,
генеральний директор,CEO,,,,CEO,
голова,Chairman,,,,Head,
голова Апеляційного суду Тернопільської області,the President of the Court of Ternopil region,,,,Head of the Court of Appeal of Ternopil Oblast (Region),
голова комісії з реорганізації Територіальної державної інспекції з питань праці у Донецькій області,the Chairman of the Commission on the reorganization of the Territorial  State Inspectorate for issues of labour in the Donetsk region,,,,Chairman of the Commission on the Reorganization of the Territorial  State Inspectorate for Issues of labour in the Donetsk Oblast (Region),
голова ліквідаційної комісії,the Chairman of the liquidation Commission,,,,Chairman of the Liquidation Commission,
голова ліквідаційної комісії заступник начальника,"the Chairman of the liquidation Commission, Deputy head",,,,"Chairman of the Liquidation Commission, Deputy head",
голова правління,Chairman of the Board,,,,Chairman of the Board,
голова правління -генеральний директор,Chairman of the Board-General Director,,,,Chairman of the Board - CEO,
голова правління ПАТ,Chairman of the Board PJSC,,,,Chairman of the Board of PJSC,
голова правління-дирекгор,Chairman of the Board-direcgory,,,,Chairman of the Board - Director,
головний спеціаліст сектору,chief specialist of the sector,,,,Chief Specialist of the Sector,
директор,Director,,,,Director,
директор Департаменту архітектурно-будівельної інспекції у Вінницькій області,the Director of the Department of architecture and building inspection in Vinnytsia region,,,,Director of the Department of Architecture and Building Inspection in Vinnytsia Oblast (Region),
директор державної бюджетної установи «Вінницький регіональний центр з інвестицій та розвитку»,"the Director of the State budgetary establishment ""Vinnytsia regional center for investment and development""",,,,"Director of the State Budgetary Institution ""Vinnytsia Regional Center for Investment and Development""",
завідувач,head,,,,Head,
заступник Голови Верховного Суду України -секретар Судової палати в адміністративних справах,Deputy Chairman of the Supreme Court of Ukraine-Secretary of the Judicial chamber on Administrative cases,,,,Deputy Head of the Supreme Court of Ukraine  -Secretary of the Judicial Chamber on Administrative Cases,
заступник Голови Верховного Суду України -секретар Судової палати у господарських справах,Deputy Chairman of the Supreme Court of Ukraine-Secretary of the Judicial chamber on commercial cases,,,,Deputy Head of the Supreme Court of Ukraine - Secretary of the Judicial Chamber on Commercial Cases,
заступник Голови Верховного Суду України -секретар Судової палати у кримінальних справах,Deputy Chairman of the Supreme Court of Ukraine-Secretary of the Judicial chamber on criminal cases,,,,Deputy Chairman of the Supreme Court of Ukraine - Secretary of the Judicial Сhamber on Сriminal Сases,
заступник Голови Верховного Суду України -секретар Судової палати у цивільних справах,Deputy Chairman of the Supreme Court of Ukraine-Secretary of the Judicial chamber on civil cases,,,,Deputy Chairman of the Supreme Court of Ukraine - Secretary of the Judicial Сhamber on Сivil Сases,
заступник Голови суду,Deputy Chairman of the Court,,,,Deputy Chairman of the Court,
заступник Керівника Апарату,Deputy Chief of staff,,,,Deputy Chief of Staff,
заступник Керівника Апарату - керівник Головного юридичного управління,Deputy Chief of staff - head of the Main legal Department,,,,Deputy Chief of Staff - Head of the Main Legal Department,
заступник Міністра -Торговий представник,Deputy Minister-sales representative,,,,Deputy Minister - Sales Representative,
заступник Міністра Кабінету Міністрів України,the Deputy Minister of the Cabinet of Ministers of Ukraine,,,,Deputy Minister of the Cabinet of Ministers of Ukraine,
заступник Міністра Кабінету Міністрів України -директор Урядового офісу з питань європейської інтеграції,the Deputy Minister of the Cabinet of Ministers of Ukraine-Director of the Government office for European integration,,,,Deputy Minister of the Cabinet of Ministers of Ukraine - Director of the Government Office for European Integration,
заступник Міністра аграрної політики та продовольства України,the Deputy Minister of agrarian policy and food of Ukraine,,,,Deputy Minister of Agrarian Policy and Food of Ukraine,
заступник Міністра внутрішніх справ України,the Deputy Minister of internal Affairs of Ukraine,,,,Deputy Minister of Internal Affairs of Ukraine,
заступник Міністра внутрішніх справ України - керівник апарату,the Deputy Minister of internal Affairs of Ukraine - chief of staff,,,,Deputy Minister of Internal Affairs of Ukraine - Chief of Staff,
заступник Міністра внутрішніх справ України - начальник Головного слідчого управління,the Deputy Minister of internal Affairs of Ukraine - head of the Main investigation Department,,,,Deputy Minister of Internal Affairs of Ukraine - Head of the Main Investigation Department,
заступник Міністра екології та природних ресурсів України,Deputy Minister of ecology and natural resources of Ukraine,,,,Deputy Minister of Ecology and Natural Resources of Ukraine,
заступник Міністра екології та природних ресурсів України - керівник апарату,Deputy Minister of ecology and natural resources of Ukraine - chief of staff,,,,Deputy Minister of Ecology and Natural Resources of Ukraine - Chief of Staff,
заступник Міністра економічного розвитку і торгівлі України,Deputy Minister of economic development and trade of Ukraine,,,,Deputy Minister of Economic Development and Trade of Ukraine,
заступник Міністра економічного розвитку і торгівлі України - керівник апарату,Deputy Minister of economic development and trade of Ukraine - chief of staff,,,,Deputy Minister of Economic Development and Trade of Ukraine - Chief of Staff,
заступник Міністра енергетики та вугільної промисловості України,Deputy Minister of energy and coal industry of Ukraine,,,,Deputy Minister of Energy and Coal Industry of Ukraine,
заступник Міністра з питань європейської інтеграції міністерства аграрної політики та продовольства України,Deputy Minister for European integration of the Ministry of agrarian policy and food of Ukraine,,,,Deputy Minister for European Integration of the Ministry of Agrarian Policy and Food of Ukraine,
заступник Міністра з питань європейської інтеграції міністерства внутрішніх справ України,Deputy Minister for European integration of the Ministry of internal Affairs of Ukraine,,,,Deputy Minister for European Integration of the Ministry of Internal Affairs of Ukraine,
заступник Міністра закордонних справ України,Deputy Minister of foreign Affairs of Ukraine,,,,Deputy Minister of Foreign Affairs of Ukraine,
заступник Міністра закордонних справ України з питань європейської інтеграції,Deputy Minister of foreign Affairs of Ukraine on European integration,,,,Deputy Minister of Foreign Affairs of Ukraine on European Integration,
заступник Міністра закордонних справ України керівник апарату,Deputy Minister of foreign Affairs of Ukraine-chief of staff,,,,Deputy Minister of Foreign Affairs of Ukraine - Chief of Staff,
заступник Міністра культури України,Deputy Minister of culture of Ukraine,,,,Deputy Minister of Culture of Ukraine,
заступник Міністра культури України - керівник апарату,Deputy Minister of culture of Ukraine - chief of staff,,,,Deputy Minister of Culture of Ukraine - Chief of Staff,
заступник Міністра культури України з питань європейської інтеграції,Deputy Minister of culture of Ukraine on European integration,,,,Deputy Minister of Culture of Ukraine on European Integration,
заступник Міністра молоді та спорту України,Deputy Minister of youth and sports of Ukraine,,,,Deputy Minister of Youth and Sports of Ukraine,
заступник Міністра молоді та спорту України - керівник апарату,Deputy Minister of youth and sports of Ukraine - chief of staff,,,,Deputy Minister of Youth and Sports of Ukraine - Chief of Staff,
заступник Міністра молоді та спорту України з питань європейської інтеграції,Deputy Minister of youth and sports of Ukraine on European integration,,,,Deputy Minister of Youth and Sports of Ukraine on European Integration,
заступник Міністра оборони України,Deputy Minister of defence of Ukraine,,,,Deputy Minister of Defence of Ukraine,
заступник Міністра оборони України - керівник апарату,Deputy Minister of defense of Ukraine - head of staff,,,,Deputy Minister of Defense of Ukraine - Chief of Staff,
заступник Міністра освіти і науки України,Deputy Minister of education and science of Ukraine,,,,Deputy Minister of Education and Science of Ukraine,
заступник Міністра освіти і науки України - керівник апарату,Deputy Minister of education and science of Ukraine - chief of staff,,,,Deputy Minister of Education and Science of Ukraine - Chief of Staff,
заступник Міністра охорони здоров'я України,Deputy Minister of health of Ukraine,,,,Deputy Minister of Healthcare of Ukraine,
заступник Міністра охорони здоров'я України - керівник апарату,Deputy Minister of health of Ukraine - chief of staff,,,,Deputy Minister of Healthcare of Ukraine - Chief of Staff,
"заступник Міністра регіонального розвитку, будівництва та житлово-комунального господарства України","Deputy Minister of regional development, construction and housing and communal Services of Ukraine",,,,"Deputy Minister of Regional Development, Construction, Housing and Communal Services of Ukraine",
"заступник Міністра регіонального розвитку, будівництва та житлово-комунального господарства України - керівник апарату","Deputy Minister of regional development, construction and housing and communal Services of Ukraine - chief of staff",,,,"Deputy Minister of Regional Development, Construction, Housing and Communal Services of Ukraine - Chief of Staff",
"заступник Міністра регіонального розвитку, будівництва та житлово-комунального господарства України з питань європейської інтеграції","Deputy Minister of regional development, construction and housing and communal Services of Ukraine on European integration",,,,"Deputy Minister of Regional Development, Construction, Housing and Communal Services of Ukraine on European integration",
заступник Міністра соціальної політики України,Deputy Minister of social policy of Ukraine,,,,Deputy Minister of Social Policy of Ukraine,
заступник Міністра соціальної політики України - керівник апарату,Deputy Minister of social policy of Ukraine - chief of staff,,,,Deputy Minister of Social Policy of Ukraine - Chief of Staff,
заступник Міністра соціальної політики України з питань європейської інтеграції,Deputy Minister of social policy of Ukraine on European integration,,,,Deputy Minister of Social Policy of Ukraine on European integration,
заступник Міністра фінансів України,Deputy Minister of Finance of Ukraine,,,,Deputy Minister of Finance of Ukraine,
заступник Міністра фінансів України - керівник апарату,Deputy Minister of Finance of Ukraine - head of staff,,,,Deputy Minister of Finance of Ukraine - Chief of Staff,
заступник Міністра фінансів України з питань європейської інтеграції,Deputy Minister of Finance of Ukraine on European integration,,,,Deputy Minister of Finance of Ukraine on European integration,
заступник Міністра юстиції України,the Deputy Minister of Justice of Ukraine,,,,Deputy Minister of Justice of Ukraine,
заступник Міністра юстиції України - керівник апарату,the Deputy Minister of Justice of Ukraine - chief of staff,,,,Deputy Minister of Justice of Ukraine - Chief of Staff,
заступник Міністра юстиції України з питань виконавчої служби,the Deputy Minister of Justice of Ukraine on enforcement Service,,,,Deputy Minister of Justice of Ukraine on Bailiffs Service,
заступник Міністра інформаційної політики України,Deputy Minister of information policy of Ukraine,,,,Deputy Minister of Information Policy of Ukraine,
заступник Міністра інформаційної політики України - керівник апарату,Deputy Minister of information policy of Ukraine - chief of staff,,,,Deputy Minister of Information policy of Ukraine - Chief of Staff,
заступник Міністра інфраструктури України,Deputy Minister of infrastructure of Ukraine,,,,Deputy Minister of Infrastructure of Ukraine,
заступник Міністра інфраструктури України - керівник апарату,Deputy Minister of infrastructure of Ukraine - chief of staff,,,,Deputy Minister of Infrastructure of Ukraine - Chief of Staff,
заступник Міністра інфраструктури України з питань європейської інтеграції,Deputy Minister of infrastructure of Ukraine on European integration,,,,Deputy Minister of Infrastructure of Ukraine on European Integration,
заступник голови Апеляційного суду Тернопільської області,Deputy President of the Court of Ternopil region,,,,Deputy Head of the Court of Appeal of Ternopil Oblast (Region),
заступник міністра енергетики та вугільної промисловості України,Deputy Minister of energy and coal industry of Ukraine,,,,Deputy Minister of Energy and Coal Industry of Ukraine,
заступник начальника,Deputy head,,,,Deputy Head,
"заступник начальника Управління внутрішнього аудиту-начальник відділу аудиту ефективності Мінінфраструктури, член ревізійної комісії","Deputy head of internal audit Department-head of the performance audit of the Ministry of Infrastructure, member of the audit Committee",,,,"Deputy Head of Internal Audit Department - head of the Performance Audit of the Ministry of Infrastructure, Member of the Audit Committee",
"заступник начальника управління, начальник відділу експертизи","Deputy head of Department, head of Department of examination",,,,"Deputy head of Division, Head of Department of Examination",
"заступник начальника, начальник Управління державної реєстрації","Deputy head, head of State registration",,,,"Deputy Head, Head of State Registration Division",
заступник секретаря Судової палати в адміністративних справах,Deputy Secretary of the Judicial chamber on Administrative cases,,,,Deputy Secretary of the Judicial Chamber on Administrative cases,
заступник секретаря Судової палати у господарських справах,Deputy Judicial Secretary of Commerce for economic Affairs,,,,Deputy Secretary of Judicial Chamber for Commercial Cases,
заступника Голови Національного банку України,Deputy Chairman of the National Bank of Ukraine,,,,Deputy Head of the National Bank of Ukraine,
керівник,head,,,,Head,
начальник,head,,,,Head,
начальник - Головний державний інспектор з охорони навколишнього середовища Донецької області,the chief - the Chief State inspector for environmental protection in Donetsk region,,,,Head - Chief State Inspector for Environmental Protection in Donetsk Oblast (Region),
начальник - головний державний санітарний лікар Донецької області,the chief - the chief State sanitary doctor of the Donetsk region,,,,Head - Chief State Sanitary Doctor of Donetsk Oblast (Region),
начальник - головний державний фітосанітарний інспектор Донецької області,the chief of the main State phytosanitary inspector Donetsk region,,,,Head - Chief State Phytosanitary Inspector of Donetsk Oblast (Region),
начальник Інспекції з питань захисту прав споживачів у Вінницькій області,the chief of Inspectorate for protection of consumer rights in Vinnytsia region,,,,Chief of Inspectorate for Protection of Consumer Rights in Vinnytsia Oblast (Region),
начальник Басейнового управління водних ресурсів річки Південний Буг,head of Basin Division  of water resources of the river southern bug,,,,Head of Basin Division  of water resources of the Southern Bug River,
начальник Вінницького обласного управління лісового та мисливського господарства,head of Vinnytsia regional Division  of forest and hunting economy,,,,Head of Vinnytsia regional Division of forestry and Hunting,
начальник Головного управління,the head of the Main Department,,,,Head of the Main Department,
начальник Головного управління ДСНС України у Вінницькій області,the chief of head Department gschs of Ukraine in Vinnytsia region,,,,Chief of the Main Department of the State Emergency Service of Ukraine in Vinnytsia Oblast (Region),
начальник Головного управління Державної казначейської служби України у Вінницькій області,the head of the Main administration of State Treasury Service of Ukraine in Vinnytsia region,,,,Head of the Main Division of the State Treasury Service of Ukraine in Vinnytsia Oblast (Region),
начальник Головного управління Державної фіскальної служби у Вінницькій області,the head of the Main Department of the State fiscal Service in Vinnytsia region,,,,Head of the Main Department of the State Fiscal Service in Vinnytsia Oblast (Region),
"начальник Головного управління Держсанепідслужби у Вінницькій області, головний державний санітарний лікар Вінницької області","the head of the Main Department of State sanitary and epidemiological Service in Vinnytsia region, the chief State sanitary doctor of Vinnytsia region",,,,"Head of the Main Department of the State Sanitary and Epidemiological Service in Vinnytsia Oblaast (Region), Main State Sanitary Doctorin Vinnytsia Oblast (Region)",
начальник Головного управління ветеринарної медицини у Вінницькій області,the head of the Main Department of veterinary medicine in Vinnytsia region,,,,Head of the Main Department of Veterinary Medicine in Vinnytsia Oblast (Region),
начальник Головного управління статистики у Вінницькій області,the head of the Main Department of statistics in Vinnytsia region,,,,Head of the Main Department of Statistics in Vinnytsia Oblast (Region),
начальник Державної служби з лікарських засобів у Вінницькій області,the head of the State Service of medicines in Vinnytsia region,,,,Head of the State Service of Medicines in Vinnytsia Oblast (Region),
начальник Державної фінансової інспекції у Вінницькій області,the chief of State financial inspection in Vinnytsia region,,,,Chief of the State Financial inspection in Vinnytsia Oblast (Region),
начальник Державної інспекції з енергетичного нагляду за режимами споживання електричної і теплової енергії у Вінницькій області,head of the State inspection of energy oversight of the modes of consumption of electric and thermal energy in Vinnytsia region,,,,Head of the State Inspectorate for Energy Supervision of the Modes of Consumption of Electric and Thermal Energy in Vinnytsia Oblast (Region),
начальник Держекоінспекції -Головний державний інспектор з охорони навколишнього природного середовища Вінницької області,the head of State environmental Inspection-the Main State inspector on protection of the natural environment Vinnytsia region,,,,Head of the State Environmental Inspection - Main State Inspector on Protection of Natural Environment in Vinnytsia Oblast (Region),
начальник Служби автомобільних доріг у Вінницькій області,the chief of Service of highways in Vinnytsia region,,,,Head of the Road Service in Vinnytsia Oblast (Region),
начальник Управління МВС України у Вінницькій області,the head of Department of the Ministry of internal Affairs of Ukraine in Vinnytsia region,,,,Head of the Department of the Ministry of Internal Affairs of Ukraine in Vinnytsia Oblast (Region),
начальник Управління Служби безпеки України у Вінницькій області,the head of Department of security Service of Ukraine in Vinnytsia region,,,,Head of Department of the Security Service of Ukraine in Vinnytsia Oblast (Region),
начальник Управління Укртрансінспекції у Вінницькій області,the head of Department Ukrtransinspektsii in Vinnytsia region,,,,Head of Department State Inspection of Ukraine on Security on Land Transport in Vinnytsia Oblast (Region),
начальник відділення,head of Department,,,,Head of the Department,
начальник головного управління Пенсійного фонду У країни у Вінницькій області,the head of the main Department of the Pension Fund In the country in Vinnytsia region,,,,Head of the Main Department of the Pension Fund of Ukraine in Vinnytsia Oblast (Region),
начальник регіонального відділення Фонду державного майна України по Вінницькій області,head of regional Department of the State property Fund of Ukraine in Vinnytsia region,,,,Head of Regional Department of the State Property Fund of Ukraine in Vinnytsia Oblast (Region),
начальник територіального управління Держгірпромнагляду у Вінницькій області,the head of Territorial  administration of State Service of Mining Supervision and Industrial Safety of Ukraine in Vinnytsia region,,,,Head of Territorial Division of the State Service of Mining Supervision and Industrial Safety of Ukraine in Vinnytsia Oblast (Region),
начальник управління,the head of Department,,,,Head of  the Department,
начальник управління Державної міграційної служби України у Вінницькій області,head of State migration Service of Ukraine in Vinnytsia region,,,,Head of the State Migration Service of Ukraine in Vinnytsia Oblast (Region),
начальник управління Державної служби спеціального зв’язку та захисту інформації України у Вінницькій області,head of State Service of special communication and information protection of Ukraine in Vinnytsia region,,,,Head of the State Service of Special Communication and Information Protection of Ukraine in Vinnytsia Oblast (Region),
начальник управління Управління Державної пенітенціарної служби України у Вінницькій області,the head of the State penitentiary Service of Ukraine in Vinnytsia region,,,,Head of the State Penitentiary Service of Ukraine in Vinnytsia Oblast (Region),
начальник управління виконавчої дирекції Фонду соцстрахування від нещасних випадків на виробництві та проф. захворювань України у Вінницькій області,the head of the Executive Division of the Fund of social insurance from accidents on manufacture and occupational diseases of Ukraine in Vinnytsia region,,,,Head of the Executive Division of the Fund of Social Insurance From Accidents on Manufacture and Occupational Diseases of Ukraine in Vinnytsia Oblast (Region),
начальник управління державної служби Головдержслужби України у Вінницькій області,the head of the Department of public Service glavgossluzhby of Ukraine in Vinnytsia region,,,,Head of the Division of Civil Service of Ukraine in Vinnytsia Oblast (Region),
начальник інспекції,the head of the inspection,,,,Head of Inspection,
начальник інспекції -Головний державний інспектор з охорони навколишнього природного середовища Азовського моря Держекоінспекції України,head of inspection-the Main State inspector on protection of the natural environment of the State environmental Inspection of the Azov sea Ukraine,,,,Head of Inspection - the Main State inspector on Protection of the Natural Environment of the sea of Azov of the State Environmental Inspection of Ukraine,
начальник інспекції -головний державний фітосанітарний інспектор Вінницької області,head of inspection-the main State phytosanitary inspector Vinnytsia region,,,,Head of Inspection - the Main State Phytosanitary Inspector in Vinnytsia Oblast (Region),
начальник інспекції сільського господарства у Вінницькій області,the head of the Inspectorate of agriculture in Vinnytsia region,,,,Head of the Inspection of Agriculture in Vinnytsia Oblast (Region),
"начальник,  головний державний санітарний лікар Волинської області","chief, chief State sanitary doctor of Volyn region",,,,"Head, Main State sanitary Doctor of Volyn Oblast (Region)",
"начальник, головний державний фітосанітарний інспектор Львівської області","head, main State phytosanitary inspector of Lviv region",,,,"Head, Main State Phytosanitary Inspector of Lviv Oblast (Region)",
"начальник, головний державний інспектор","chief, chief State inspector",,,,"Head, Main State inspector",
"обласний військовий комісар, полковник","regional military Commissar, Colonel",,,,"Regional Military Commissar, Colonel",
перший заступник Керівника Апарату,first Deputy Chief of staff,,,,First Deputy Chief of Staff,
перший заступник Керівника Апарату - керуючий справами,first Deputy Chief of staff - business Manager,,,,First Deputy Chief of Staff - Business Manager,
перший заступник Міністра  аграрної політики та продовольства України,first Deputy Minister of agrarian policy and food of Ukraine,,,,First Deputy Minister of Agrarian Policy and Food of Ukraine,
перший заступник Міністра Кабінету Міністрів України,first Deputy Minister of the Cabinet of Ministers of Ukraine,,,,First Deputy Minister of the Cabinet of Ministers of Ukraine,
перший заступник Міністра внутрішніх справ України,first Deputy Minister of internal Affairs of Ukraine,,,,First Deputy Minister of Internal Affairs of Ukraine,
перший заступник Міністра енергетики та вугільної промисловості України,first Deputy Minister of energy and coal industry of Ukraine,,,,First Deputy Minister of Energy and Coal Industry of Ukraine,
перший заступник Міністра закордонних справ України,first Deputy Minister of foreign Affairs of Ukraine,,,,First Deputy Minister of Foreign Affairs of Ukraine,
перший заступник Міністра культури України,first Deputy Minister of culture of Ukraine,,,,First Deputy Minister of Culture of Ukraine,
перший заступник Міністра молоді та спорту України,first Deputy Minister of youth and sports of Ukraine,,,,First Deputy Minister of Youth and Sports of Ukraine,
перший заступник Міністра оборони України,first Deputy Minister of defense of Ukraine,,,,First Deputy Minister of National Security and Defense Council of Ukraine,
перший заступник Міністра освіти і науки України,first Deputy Minister of education and science of Ukraine,,,,First Deputy Minister of Education and Science of Ukraine,
перший заступник Міністра охорони здоров'я України,first Deputy Minister of health of Ukraine,,,,First Deputy Minister of Healthcare of Ukraine,
"перший заступник Міністра регіонального розвитку, будівництва та житлово-комунального господарства України","first Deputy Minister of regional development, construction and housing and communal Services of Ukraine",,,,"First Deputy Minister of Regional Development, Construction, Housing and Communal Services of Ukraine",
перший заступник Міністра соціальної політики України,first Deputy Minister of social policy of Ukraine,,,,First Deputy Minister of Social Policy of Ukraine,
перший заступник Міністра фінансів України,first Deputy Minister of Finance of Ukraine,,,,First Deputy Minister of Finance of Ukraine,
перший заступник Міністра юстиції України,first Deputy Minister of Justice of Ukraine,,,,First Deputy Minister of Justice of Ukraine,
перший заступник Міністра інфраструктури України,first Deputy Minister of infrastructure of Ukraine,,,,First Deputy Minister of Infrastructure of Ukraine,
перший заступник начальника,first Deputy head,,,,First Deputy Head,
представник,the representative,,,,Representative,
суддя-секретар судової палати Апеляційного суду Тернопільської області,the judge-Secretary of the judicial chamber of the Appeal Court of Ternopil region,,,,Judge - Secretary of the Judicial Chamber of the Vourt of Appeal of Ternopil Oblast (Region),
т. в.о. начальника,T. V. and. head,,,,Acting Head,
т.в.о начальника,T. V. on the head,,,,Acting Head,
т.в.о. голови правління,T. V. and. the Chairman of the Board,,,,Acting Chairman of the Board,
т.в.о. начальника,T. V. and. head,,,,Acting Head,
т.в.о. начальника Головного управління,T. V. and. head of the Main Department,,,,Acting Head of the Main Department,
"т.в.о., заступник начальника","T. V. a., Deputy head",,,,Acting Deputy Head,
т.в.о.начальника,T. V. and.head,,,,Acting Head,
член Кабінету Міністрів України - Віце-прем'єр-міністр - Міністр культури України,"member of the Cabinet of Ministers of Ukraine, Vice Prime Minister - Minister of culture of Ukraine",,,,Member of the Cabinet of Ministers of Ukraine - Vice Prime Minister - Minister of Culture of Ukraine,
"член Кабінету Міністрів України - Віце-прем'єр-міністр – Міністр регіонального розвитку, будівництва та житлово-комунального господарства України","member of the Cabinet of Ministers of Ukraine, Vice Prime Minister – Minister of regional development, construction and housing and communal Services of Ukraine",,,,"Member of the Cabinet of Ministers of Ukraine - Vice Prime Minister – Minister of Regional development, Construction, Housing and Communal Services of Ukraine",
член Кабінету Міністрів України - Віце-прем’єр-міністр України,"member of the Cabinet of Ministers of Ukraine, Vice Prime Minister of Ukraine",,,,Member of the Cabinet of Ministers of Ukraine - Vice Prime Minister of Ukraine,
член Кабінету Міністрів України - Міністр Кабінету Міністрів України,member of the Cabinet of Ministers of Ukraine - Minister of the Cabinet of Ministers of Ukraine,,,,Member of the Cabinet of Ministers of Ukraine - Minister of the Cabinet of Ministers of Ukraine,
член Кабінету Міністрів України - Міністр аграрної політики та продовольства України,member of the Cabinet of Ministers of Ukraine - Minister of agrarian policy and food of Ukraine,,,,Member of the Cabinet of Ministers of Ukraine - Minister of Agrarian Policy and Food of Ukraine,
член Кабінету Міністрів України - Міністр внутрішніх справ України,member of the Cabinet of Ministers of Ukraine - the Minister of internal Affairs of Ukraine,,,,Member of the Cabinet of Ministers of Ukraine - Minister of Internal Affairs of Ukraine,
член Кабінету Міністрів України - Міністр екології та природних ресурсів України,member of the Cabinet of Ministers of Ukraine - Minister of ecology and natural resources of Ukraine,,,,Member of the Cabinet of Ministers of Ukraine - Minister of Ecology and Natural Resources of Ukraine,
член Кабінету Міністрів України - Міністр економічного розвитку і торгівлі України,member of the Cabinet of Ministers of Ukraine - Minister of economic development and trade of Ukraine,,,,Member of the Cabinet of Ministers of Ukraine - Minister of Economic Development and Trade of Ukraine,
член Кабінету Міністрів України - Міністр енергетики та вугільної промисловості України,"member of the Cabinet of Ministers of Ukraine, Minister of energy and coal industry of Ukraine",,,,"Member of the Cabinet of Ministers of Ukraine, Minister of Energy and Coal Industry of Ukraine",
