Управління виконавчої дирекції Фонду соціального страхування від нещасних випадків на виробництві та профзахворювань України в Донецькій області,Division  of Executive Division  of Fund of social insurance from accidents on manufacture and occupational diseases of Ukraine in Donetsk region,,,,Division of Executive Directorate of the Fund of Social Insurance Against industrial Accidents and Occupational Diseases of Ukraine in Donetsk Oblast (Region),,
Відділ з питань банкрутства Головного управління юстиції у Донецькій області,The division of bankruptcy of the Main Department of Justice in Donetsk region,,,,Division of Bankruptcy of the Main Department of Justice in Donetsk Oblast (Region),,
Головне управління ветеринарної медицини в Донецькій області,The Division of veterinary medicine in the Donetsk region,,,,Division of Veterinary Medicine in Donetsk Oblast (Region),,
Державна екологічна інспекція в Донецькій області,The State ecological inspection in Donetsk region,,,,State Ecological Inspection in Donetsk Oblast (Region),,
Територіальне управління Державного агентства енергоефективності та енергозбереження у Донецькій області,Territorial  Department of the State Agency of energy efficiency and conservation in the Donetsk region,,,,Territorial  Division of the State Agency of Energy Efficiency and Energy Saving in Donetsk Oblast (Region),,
Донбаське територіальне управління Національної комісії з цінних паперів та фондового ринку,Donbas Territorial  Division of the National Commission on securities and stock market,,,,Donbas Territorial  Division of the National Commission on Securities and Stock Market,,
Апеляційний суд Київської області,The Court of Appeal of Kyiv region,,,,Court of Appeal of Kyiv Oblast (Region),,
Управління державної служби Головного управління державної служби України в Донецькій області,The Department of public Service of the Main Department of civil Service of Ukraine in Donetsk region,,,,Division of the State Service of the Main Division of the State Service of Ukraine in Donetsk Oblast (Region),,
Відділення Національної служби посередництва і примирення в Донецькій області,The office of the National Service of mediation and reconciliation in the Donetsk region,,,,office of the National Service of Mediation and Reconciliation in Donetsk Oblast (Region),,
Відділ НКРЕ України у Донецькій області,The division of NERC of Ukraine in Donetsk region,,,,Division of The National Commission for Electricity Regulation of Ukraine in Donetsk Oblast (Region),,
Територіальне управління Рахункової палати по Донецькій та Луганській областях,Territorial  Department of the accounts chamber of the Donetsk and Lugansk regions,,,,Territorial  Division of the Accounting Chamber of Ukraine in Donetsk and Lugansk Oblast (Regions),,
Територіальне управління Державної служби гірничого нагляду та промислової безпеки України у Сумській області,Territorial  Department of the State Service of mining supervision and industrial safety of Ukraine in Sumy region,,,,Territorial  Division of the State Service of Mining Supervision and Industrial Safety of Ukraine in Sumy Oblast (Region),,
Управління державної служби з надзвичайних ситуацій у Сумській області,The Department of public Service on emergency situations in the Sumy region,,,,Division of the State Emergency Service in the Sumy Oblast (Region),,
Державна екологічна інспекція у Сумській області,The State ecological inspection in the Sumy region,,,,State Ecological Inspection in Sumy Oblast (Region),,
Головне управління Держземагентства у Сумській області,Main Department of State land Agency in Sumy region,,,,Main Division of the State Land Agency in Sumy Oblast (Region),,
Головне управління ветеринарної медицини в Сумській області,The Division of veterinary medicine in Sumy region,,,,Division of Veterinary Medicine in Sumy Oblast (Region),,
Сумське обласне управління лісового та мисливського господарства,Sumy regional administration of forestry and hunting,,,,Sumy Regional Division of Forestry and Hunting,,
Державна фітосанітарна інспекція Сумської області,State phytosanitary inspection of Sumy region,,,,State Phytosanitary Inspection of Sumy Oblast (Region),,
Головне управління Пенсійного фонду України в Сумській області,Main Department of Pension Fund of Ukraine in Sumy region,,,,Main Division of Pension Fund of Ukraine in Sumy Oblast (Region),,
Сумський обласний центр зайнятості,Sumy regional center of employment,,,,Sumy Regional Center of Employment,,
Головне управління статистики у Сумській області,General statistics office in Sumy region,,,,Main Statistics Division in Sumy Oblast (Region),,
Відділення Національної служби посередництва і примирення в Сумській області,The office of the National Service of mediation and reconciliation in the Sumy region,,,,office of the National Service of Mediation and Reconciliation in Sumy Oblast (Region),,
Сумська митниця ДФС,Sumi custom DFS,,,,Sumy Customs of State Fiscal Service of Ukraine,,
Управління Укртрансінспекції у Сумській області,Division  Ukrtransinspektsii in Sumy region,,,,Division of the State Inspection of Ukraine on Security on Land Transportation in Sumy Oblast (Region),,
Інспекція державного архітектурно-будівельного контролю у Сумській області,Inspection of State architectural and construction control in Sumy region,,,,Inspection of the State Architectural and Construction Control in Sumy Oblast (Region),,
Начальник державної служби з лікарських засобів у Сумській області,The head of the State Service of medicines in the Sumy region,,,,Head of the State Service of Medicines in Sumy Oblast (Region),,
Сумське обласного управління водних ресурсів,Sumy regional Department of water resources,,,,Sumy Regional Division of Water Resources,,
Служба автомобільних доріг у Сумській області,The Service of highways in the Sumy region,,,,Road Service in Sumy Oblast (Region),,
Головне управління Держсанепідслужби у Сумській області,Main Department of State sanitary and epidemiological Service in Sumy region,,,,Main Division of the State Sanitary and Epidemiological Service in Sumy Oblast (Region),,
Сумське обласне відділення Фонду соціального захисту інвалідів,Sumy regional branch of Fund of social protection of the disabled,,,,Sumy Regional Branch of Fund of Social Protection of the Disabled,,
Управління Державної міграційної служби України в Сумській області,The office of the State migration Service of Ukraine in Sumy region,,,,Division of the State Migration Service of Ukraine in Sumy Oblast (Region),,
Державна інспекція сільського господарства в Сумській області,State Inspectorate of agriculture in the Sumy region,,,,State Inspectorate of Agriculture in Sumy Oblast (Region),,
Територіальне управління Державного агентства з енергоефективності та енергозбереження України у Сумській області,Territorial  Department of the State Agency on energy efficiency and energy saving of Ukraine in Sumy region,,,,Territorial  Division of the State Agency on Energy Efficiency and Energy Saving of Ukraine in Sumy Oblast (Region),,
Держцінінспекція України у Сумській області,Gosciminski of Ukraine in Sumy region,,,,State regulatory Service of Ukraine in Sumy Oblast (Region),,
Територіальне управління Державної судової адміністрації у Тернопільській області,Territorial  Department of State judicial administration in Ternopil region,,,,Territorial  Division of the State Judicial Administration in Ternopil Oblast (Region),,
Головне управління Державної фіскальної служби в Тернопільській області,Department of State fiscal Service in Ternopil region,,,,Division of State Fiscal Service in Ternopil Oblast (Region),,
Управління Державної служби України з надзвичайних ситуацій у Тернопільській області,The office of the State Service of Ukraine of emergencies in Ternopil region,,,,Division of the State Service Emergency Service of Ukraine in Ternopil Oblast (Region),,
Головне територіальне управління юстиції в тернопільській області,Main Territorial  Department of Justice in the Ternopil region,,,,Main Territorial  Division of Justice in Ternopil Oblast (Region),,
Тернопільське обласне територіальне відділення Анти монопольного комітету України,Ternopil region Territorial  branch of the Anti-monopoly Committee of Ukraine,,,,Ternopil Regional Territorial  Branch of the Anti-Monopoly Committee of Ukraine,,
Управління контролю за використанням об’єктів інтелектуальної власності,Control over use of objects of intellectual property,,,,Division of Control of objects of Intellectual Property,,
Державна екологічна інспекція у Тернопільській області,The State ecological inspection in the Ternopil region,,,,State Ecological Inspection in Ternopil Oblast (Region),,
Державна служба з лікарських засобів у Тернопільській області,The State Service of medicines in the Ternopil region,,,,State Service of Medicines in Ternopil Oblast (Region),,
Управління МВС України в Сумській області,Department of MIA of Ukraine in Sumy region,,,,Division of Ministry of Internal Affairs of Ukraine in Sumy Oblast (Region),,
Головне управління юстиції у Сумській області,Main Department of Justice in the Sumy region,,,,Main Division of Justice in Sumy Oblast (Region),,
Територіальне управління державної судової адміністрації України в Сумській області,Territorial  Department of State judicial administration of Ukraine in Sumy region,,,,Territorial  Division of the State Judicial Administration of Ukraine in Sumy Oblast (Region),,
Державна пенітенціарна служба України в Сумській області,The State penitentiary Service of Ukraine in Sumy region,,,,State Penitentiary Service of Ukraine in Sumy Oblast (Region),,
Головне управління Державної казначейської служби України у Сумській області,Main administration of State Treasury Service of Ukraine in Sumy region,,,,Main Division of the State Treasury Service of Ukraine in Sumy Oblast (Region),,
Головне управління державної фіскальної служби у Сумській області,Department of State fiscal Service in Sumy region,,,,Main Division of the State Fiscal Service in Sumy Oblast (Region),,
Регіональне відділення Фонду державного майна України по Сумській області,The regional office of the State property Fund of Ukraine in Sumy region,,,,Regional office of the State Property Fund of Ukraine in Sumy Oblast (Region),,
Сумське обласне територіальне відділення Антимонопольного комітету України,Sumy regional Territorial  office of Antimonopoly Committee of Ukraine,,,,Sumy Regional Territorial  office of Antimonopoly Committee of Ukraine,,
Державна фінансова інспекція в Сумській області,State financial inspection in the Sumy region,,,,State Financial Inspection in Sumy Oblast (Region),,
Інспекція з питань захисту прав споживачів у Сумській області,Inspectorate of consumer protection in the Sumy region,,,,Inspectorate of Consumer Protection in Sumy Oblast (Region),,
Територіальна державна інспекція з питань праці у Сумській області,The Territorial  State Inspectorate for issues of labour in the Sumy region,,,,Territorial  State Inspectorate for Issues of Labour in Sumy Oblast (Region),,
Донецьке обласне управління водних ресурсів,Donetsk regional Division  of water resources,,,,Donetsk Regional Division  of Water Resources,,
Служба автомобільних доріг у Тернопільській області,Road Service in Ternopil region,,,,Road Service in Ternopil Oblast (Region),,
Управління Держпраці у Тернопільській області,The office of Gastrula in the Ternopil region,,,,Division of State Service of Ukraine on Labour in Ternopil Oblast (Region),,
Представництво Державної служби України з питань регуляторної політики та розвитку підприємництва у Тернопільській області,office of the State Service of Ukraine for regulatory policy and entrepreneurship development in the Ternopil region,,,,office of the State Service of Ukraine for Regulatory Policy and Entrepreneurship Development in Ternopil Oblast (Region),,
Управління у справах захисту прав споживачів у Тернопільській області,The Division of consumer protection in the Ternopil region,,,,Division of Consumer Rights Protection in Ternopil Oblast (Region),,
Тернопільське обласне управління лісового та мисливського господарства,Ternopil regional Division  of forest and hunting economy,,,,Ternopil Regional Division of Forestry and Hunting,,
Донецьке обласне територіальне відділення Антимонопольного комітету України,Donetsk regional Territorial  office of Antimonopoly Committee of Ukraine,,,,Donetsk Regional Territorial  Division of Antimonopoly Committee of Ukraine,,
Управління державної служби Головного управління державної служби України в Тернопільській області,The Department of public Service of the Main Department of civil Service of Ukraine in Ternopil region,,,,Division of Public Service of the Main Department of Civil Service of Ukraine in Ternopil Oblast (Region),,
"Управління охорони, використання і відтворення водних бІоресурсів та регулювання рибальства в Сумській області","The Department of protection, use and reproduction of water biological resources and fishery regulation in the Sumy region",,,,"Division of Protection, Use and Reproduction of Water Biological Resources and Fishery Regulation in Sumy Oblast (Region)",,
Державна фінансова інспекція в Тернопільській області,State financial inspection in the Ternopil region,,,,State Financial Inspection in Ternopil Oblast (Region),,
Сектор нагляду за учасниками ринку цінних паперів у Тернопільській області Прикарпатського територіального управління Національної комісії з цінних паперів та фондового ринку,Sector supervision of participants of a securities market in the Ternopil region Carpathian Territorial  administration of the National Commission on securities and stock market,,,,Sector of Supervision of Participants of Securities Market in Ternopil Oblast (Region) of the Carpathian Territorial  Administration of the National Commission on Securities and Stock Market,,
Тернопільське обласне управління водних ресурсів,Ternopil regional Department of water resources,,,,Ternopil Regional Division of Water Resources,,
Тернопільська митниця Державної фіскальної служби,Ternopil customs of the State fiscal Service,,,,Ternopil Customs of the State Fiscal Service,,
Головне управління Пенсійного фонду України в Тернопільській області,Main Division of Pension Fund of Ukraine in Ternopil region,,,,Main Division of the Pension Fund of Ukraine in Ternopil Oblast (Region),,
Головне управління Держкомзему у Тернопільській області,Main Department of land resources of Ukraine in the Ternopil region,,,,Main Division of the State Agency of Land Resources of Ukraine in Ternopil Oblast (Region),,
Сектор нагляду за учасниками ринку цінних паперів у Кіровоградській області Південного територіального управління Національної комісії з цінних паперів та фондового ринку,Sector supervision of participants of a securities market in Kirovograd region of the southern Territorial  administration of the National Commission on securities and stock market,,,,Sector for Supervision of participants of Securities Market in Kirovohrad Region of the Southern Territorial  Administration of the National Commission on Securities and Stock Market,,
Головне управління Державної казначейської служби України у Тернопільській області,Main administration of State Treasury Service of Ukraine in Ternopil region,,,,Main Division of State Treasury Service of Ukraine in Ternopil Oblast (Region),,
Спеціалізована державна податкова інспекція з обслуговування великих платників у м. Донецьку Міжрегіонального головного управління Міндоходів,Specialized State tax inspection for work with major taxpayers in the city of Donetsk Interregional main Division of the Ministry,,,,Specialized State Tax Inspection for work with Major Taxpayers in Donetsk of Interregional main Division of the Ministry,,
"ДП ""Кіровоградський науково-виробничий центр стандартизації, метрології та сертифікації""","SE ""Kirovograd scientific-production center of standardization, Metrology and certification""",,,,"SE ""Kirovograd Scientific Production Center of Standardization, Metrology and Сertification""",,
Управління Укртрансінспекції у Тернопільській області,Division  Ukrtransinspektsii in the Ternopil region,,,,Division of the State Inspection of Ukraine on Security on Land Transport in Ternopil Oblast (Region),,
Сектор Держцінінспекції України у Тернопільській області,Sector the price control inspection of Ukraine in the Ternopil region,,,,Sector of the Price Control Inspection of Ukraine in Ternopil Oblast (Region),,
Політична партія «Українські соціал-демократи»,"Political party ""Ukrainian social-Democrats""",,,,"Political Party ""Ukrainian Social Democrats""","Political Party ""Ukrainski social-demokraty""",
Партія «Київська Русь»,"Party ""Kyivska Rus""",,,,"Party ""Kievan Rus""","Party ""Kyivska Rus""",
Міністерство промислової політики України,The Ministry of industrial policy of Ukraine,,,,Ministry of Industrial Policy of Ukraine,,
Відділ нагляду за учасниками ринку цінних паперів у Рівненській області Західного територіального управління Національної комісії цінних паперів та фондового ринку,The Department of supervision of participants of a securities market in the Rivne region of Western Territorial  administration of the National Commission of securities and stock market,,,,Division of the State Treasury Service of Ukraine in Ternopil Oblast (Region),,
Представник Національної ради України з питань телебачення і радіомовлення,The representative of the National Council of Ukraine on television and radio broadcasting,,,,Representative of the National Council of Ukraine on Television and Radio Broadcasting,,
"Територіальне управління Державного комітету України з промислової безпеки, охорони праці та гірничого нагляду по Кіровоградській області","Territorial  Division of State Committee of Ukraine on industrial safety, labour protection and mining supervision in Kirovograd region",,,,"Territorial  Division of the State Committee of Ukraine on Industrial Safety, Labour Protection and Mining Supervision in Kirovograd Oblast (Region)",,
Кіровоградський обласний центр зайнятості,Kirovohrad region employment center,,,,Employment Center of Kirovohrad Oblast (Region) ,,
Територіальна державна інспекція з питань праці у Кіровоградській області,The Territorial  State Inspectorate for issues of labour in the Kirovograd region,,,,Territorial  State Inspectorate for Issues of Labour in Kirovohrad Oblast (Region),,
Управління Державної пенітенціарної служби України в Кіровоградській області,The Division  of the Public penitentiary Service of Ukraine in Kirovograd region,,,,Division of the Public Penitentiary Service of Ukraine in Kirovohrad Oblast (Region),,
Управління державної служби Головного управління державної служби України в Кіровоградській області,The Division of public Service of the Main Department of civil Service of Ukraine in Kirovograd region,,,,Division of Public Service of the Main Division of Civil Service of Ukraine in Kirovohrad region,,
Управління Державної пенітенціарної служби України в Тернопільській області,The Division  of the Public penitentiary Service of Ukraine in Ternopil region,,,,Division  of the Public Penitentiary Service of Ukraine in Ternopil Oblast (Region),,
«Партія селян»,"""The party of peasants""",,,,"""The party of peasants""","""Partiya selyan""",
Державна служба статистики України,The State statistics Service of Ukraine,,,,State statistics Service of Ukraine,,
Головне управління статистики у Тернопільській області,Main Department of statistics in the Ternopil region,,,,Main Division of Statistics in Ternopil Oblast (Region),,
Управління Служби безпеки України у Дніпропетровській області,The Division  of security Service of Ukraine in Dnipropetrovsk region,,,,Division of the Security Service of Ukraine in Dnipropetrovsk Oblast (Region),,
Дніпропетровський обласний військовий комісаріат,Dnipropetrovsk regional military Commissariat,,,,Dnipropetrovsk Regional Military Commissariat (Army Recruiting Bureau),,
Головне управління Міністерства внутрішніх справ України в Дніпропетровській області,Main Department of the Ministry of internal Affairs of Ukraine in Dnipropetrovsk region,,,,Main Division of the Ministry of internal Affairs of Ukraine in Dnipropetrovsk Oblast (Region),,
Головне управління Державної міграційної служби України в Дніпропетровській області,General Division of State migration Service of Ukraine in Dnipropetrovsk region,,,,Main Division of the State Migration Service of Ukraine in Dnipropetrovsk Oblast (Region),,
Головне управління Державної служби України з надзвичайних ситуацій у Дніпропетровській області,General Division of State Service of Ukraine of emergencies in Dnipropetrovsk region,,,,Main Division of the State Service of Ukraine of Emergencies in Dnipropetrovsk Oblast (Region),,
Територіальне Управління Держгірпромнагляду у Дніпропетровській області,Territorial  Administration of State Service of Mining Supervision and Industrial Safety of Ukraine in Dnipropetrovsk region,,,,Territorial  Division of the State Service of Mining Supervision and Industrial Safety of Ukraine in Dnipropetrovsk Oblast (Region),,
Територіальне управління Державної судової адміністрації України у Дніпропетровській області,Territorial  Department of State judicial administration of Ukraine in the Dnepropetrovsk region,,,,Territorial  Division of the State Judicial Administration of Ukraine in Dnepropetrovsk Oblast (Region),,
Головне управління Державної фіскальної служби України у Дніпропетровській області,Department of State fiscal Service of Ukraine in Dnipropetrovsk region,,,,Main Division of the State Fiscal Service of Ukraine in Dnipropetrovsk Oblast (Region),,
Дніпропетровська митниця Державної фіскальної служби України,Dnipropetrovsk customs of the State fiscal Service of Ukraine,,,,Dnipropetrovsk Customs of the State Fiscal Service of Ukraine,,
Управління Державної пенітенціарної служби України у Дніпропетровській області,The Division  of the Public penitentiary Service of Ukraine in Dnipropetrovsk region,,,,Division of the Public Penitentiary Service of Ukraine in Dnipropetrovsk Oblast (Region),,
Головне управління юстиції у Дніпропетровській області,Main Department of Justice in Dnipropetrovsk region,,,,Main Division of Justice in Dnipropetrovsk Oblast (Region),,
Дніпропетровський міжрегіональний відділ Державної служби України з контролю за наркотиками,Dnipropetrovsk interregional Department of the State Service of Ukraine for drug control,,,,Dnipropetrovsk Interregional Department of the State Service of Ukraine for Drug Control,,
Дніпропетровське обласне територіальне відділення Антимонопольного комітету України,Kyiv regional Territorial  office of Antimonopoly Committee of Ukraine,,,,Kyiv Regional Territorial Office of Antimonopoly Committee of Ukraine,,
Дніпропетровське обласне управління лісового та мисливського господарства,Dnepropetrovsk regional Division  of forest and hunting economy,,,,Dnepropetrovsk Regional Division of Forestry and Hunting,,
Головне управління ветеринарної медицини в Дніпропетровській області,The Division of veterinary medicine in Dnipropetrovsk region,,,,Main Division of Veterinary Medicine in Dnipropetrovsk Oblast (Region),,
Державна інспекція сільського господарства в Дніпропетровській області,State Inspectorate of agriculture in the Dnipropetrovsk region,,,,State Inspectorate of Agriculture in Dnipropetrovsk Oblast (Region),,
Державна фітосанітарна інспекція Дніпропетровської області,State phytosanitary inspection of the Dnepropetrovsk region,,,,State Phytosanitary Inspection of Dnipropetrovsk Oblast (Region),,
Головне управління Держземагенства у Дніпропетровській області,The Division of Goszemagentstva in Dnipropetrovsk region,,,,"Main Division of the State Service of Ukraine on Geodesy, Cartography and Cadastre in Dnipropetrovsk Oblast (Region)",,
Департамент Державної архітектурно-будівельної інспекції у Дніпропетровській області,Department of State architectural and construction inspection in the Dnipropetrovsk region,,,,Department of the State Architectural and Construction Inspection in Dnipropetrovsk Oblast (Region),,
Дніпропетровське обласне управління водних ресурсів,Dnipropetrovsk regional Department of water resources,,,,Dnipropetrovsk Regional Division of Water Resources,,
Державна екологічна інспекція у Дніпропетровській області,The State ecological inspection in the Dnipropetrovsk region,,,,State Ecological Inspection in Dnipropetrovsk Oblast (Region),,
Управління Укртрансінспекції у Дніпропетровській області,Division  Ukrtransinspektsii in Dnipropetrovsk region,,,,Division of the State Inspection of Ukraine on Security on Land Transport in Dnipropetrovsk Oblast (Region),,
Служба автомобільних доріг у Дніпропетровській області,Road Service in Dnipropetrovsk region,,,,Road Service in Dnipropetrovsk Oblast (Region),,
Центральна державна інспекція з ядерної та радіаційної безпеки Держатомрегулювання (по Дніпропетровській та Кіровоградській областях),Central State inspection on nuclear and radiation safety of the State nuclear regulatory Inspectorate (Dnipropetrovsk and Kirovograd region),,,,Central State Inspection on Nuclear and Radiation Safety of the State Nuclear Regulatory Inspectorate (Dnipropetrovsk and Kirovohrad Oblast (Region),,
Управління Державної служби спеціального зв’язку та захисту інформації України у Дніпропетровській області,The Department of Public Service of special communication and information protection of Ukraine in Dnipropetrovsk region,,,,Division of the Public Service of Special Communication and Information Protection of Ukraine in Dnipropetrovsk Oblast (Region),,
Управління державної міграційної служби в Тернопільській області,The office of the State migration Service in Ternopil region,,,,Division of the State Migration Service in Ternopil Oblast (Region),,
Державна фітосанітарна інспекція Тернопільської області,State phytosanitary inspection of Ternopil region,,,,State Phytosanitary Inspection of Ternopil Oblast (Region),,
Головне управління Держсанепідслужби України у Тернопільській області,Main Department of State sanitary and epidemiological Service of Ukraine in Ternopil region,,,,Main Division of the State Sanitary and Epidemiological Service of Ukraine in Ternopil Oblast (Region),,
Управління охорони використання водних біоресурсів та регулювання рибальства в Тернопільській області,Administration of protection of water biological resources and fishery regulation in the Ternopil region,,,,Division of Protection of Water Biological Resources and Fishery Regulation in Ternopil Oblast (Region),,
Державна інспекція сільського господарства в Тернопільській області,State Inspectorate of agriculture in the Ternopil region,,,,State Inspectorate of Agriculture in Ternopil Oblast (Region),,
Державна інспекція з енергетичного нагляду за режимом споживання електричної і теплової енергії в Тернопільській області,State Inspectorate for energy supervision mode of consumption of electric and thermal energy in the Ternopil region,,,,State Inspectorate for Energy Supervision for Mode of Consumption of Electric and Thermal energy in Ternopil Oblast (Region),,
Тернопільське територіальне представництво Національної комісії регулювання електроенергетики України,Ternopil Territorial  office of the National Commission of regulation of power industry of Ukraine,,,,Ternopil Territorial Office of the National Commission of Regulation of Power Industry of Ukraine,,
"Дочірнє підприємство ""Тернопільський облавтодор"" ВАТ ""ДАК ""Автомобільні дороги""","Subsidiary enterprise ""Ternopil Oblavtodor"" OJSC ""SJSC ""motor roads""",,,,"Subsidiary Enterprise ""Ternopil Region Motorway"" OJSC ""SJSC ""Region Motorway""","Subsidiary Enterprise of ""Ternopil Oblavtodor"" OJSC ""SJSC ""Avtomobilni dorogy""",
Управління Держспецзв'язку в Тернопільській області,Division  of State special communication Service in Ternopil region,,,,Division of the State Special Communication Service in Ternopil Oblast (Region),,
Територіальна державна інспекція з питань праці в Тернопільській області,The Territorial  State Inspectorate for issues of labour in the Ternopil region,,,,Territorial  State Inspectorate for Issues of Labour in Ternopil Oblast (Region),,
Тернопільський обласний центр експертизи сортів рослин з державною інспекцією з охорони прав на сорти рослин Тернопільської області,Ternopil regional center of examination of plant varieties with the State inspection of protection of rights to plant varieties of Ternopil region,,,,Ternopil Regional Center of Examination of Plant Breeds With the State Inspection on Protection of Rights to Plant Breeds of Ternopil Oblast (Region),,
Головне управління Державної служби України з надзвичайних ситуацій в Одеській області,General Division of State Service of Ukraine on emergency situations in Odessa region,,,,Main Division of the State Service of Ukraine on Emergency Situations in Odesa Oblast (Region),,
Головне управління юстиції в Одеській області,Main Department of Justice in the Odessa region,,,,Main Division of Justice in the Odesa Oblast (Region),,
Регіональне відділення Фонду державного майна України в Одеській області,The regional office of the State property Fund of Ukraine in Odessa region,,,,Regional Office of the State Property Fund of Ukraine in Odesa Oblast (Region),,
Управління державної служби Головного управління державної служби України в Одеській області,The Department of public Service of the Main Department of civil Service of Ukraine in Odessa region,,,,Division of the State Service of the Main Division of the State Service of Ukraine in Odesa Oblast (Region),,
Державна фінансова інспекція в Одеській області,State financial inspection in Odessa region,,,,State Financial Inspection in Odesa Oblast (Region),,
Територіальне управління Держгірпромнагляду в Одеській області,Territorial  administration of State Service of Mining Supervision and Industrial Safety of Ukraine in Odessa region,,,,Territorial  Division of the State Service of Mining Supervision and Industrial Safety of Ukraine in Odesa Oblast (Region),,
Територіальна державна інспекція з питань праці в Одеській області,The Territorial  State Inspectorate for issues of labour in the Odessa region,,,,Territorial  State Inspectorate for Issues of Labour in Odesa Oblast (Region),,
Управління Державної пенітенціарної служби в Одеській області,The Division  of the Public penitentiary Service in the Odessa region,,,,Division of the Public Penitentiary Service in Odesa Oblast (Region),,
Інспекція з питань захисту прав споживачів в Одеській області,Inspectorate of consumer protection in the Odessa region,,,,Inspectorate of Consumer Rights Protection in Odesa Oblast (Region),,
Одеське обласне управління лісового та мисливського господарства Державного агентства лісових ресурсів України,Odessa regional Division  of forest and hunting economy of the State Agency of forest resources of Ukraine,,,,Odesa Regional Division of Forestty and Hunting of the State Agency of Forest Resources of Ukraine,,
Головне управління статистики в Одеській області,Main Department of statistics in the Odessa region,,,,Main Division of Statistics in Odesa Oblast (Region),,
Головне управління Пенсійного фонду України в Одеській області,Main Department of Pension Fund of Ukraine in Odessa region,,,,Main Division of Pension Fund of Ukraine in Odesa Oblast (Region),,
Головне управління Держземагентства в Одеській області,Main Department of State land Agency in Odessa region,,,,Main Division ofthe State Land Agency in Odesa Oblast (Region),,
Головне управління Державної казначейської служби України в Одеській області,Main administration of State Treasury Service of Ukraine in Odessa region,,,,Main Division of the State Treasury Service of Ukraine in Odesa Oblast (Region),,
Державна екологічна інспекція Північно-Західного регіону Чорного моря,The State environmental Inspectorate of North-Western Black sea region,,,,State Environmental Inspectorate of North-Western Black Sea Region,,
Державна екологічна інспекція в Одеській області,The State ecological inspection in Odessa region,,,,State Ecological Inspection in Odesa Oblast (Region),,
Державна фітосанітарна інспекція Одеської області,State phytosanitary inspection of Odessa region,,,,State Phytosanitary Inspection of Odesa Oblast (Region),,
Державна служба з лікарських засобів в Одеській області,State medicines Service in the Odessa region,,,,State Medicines Service in Odesa Oblast (Region),,
Головне управління ветеринарної медицини в Одеській області,The Division of veterinary medicine in the Odessa region,,,,Main Division of Veterinary Medicine in Odesa Oblast (Region),,
Південне регіональне управління державної прикордонної служби України в Одеській області,The southern regional Division of State border guard Service of Ukraine in Odessa region,,,,Southern Regional Division of the State Border Guard Service of Ukraine in Odesa Oblast (Region),,
Відділення Національної служби посередництва і примирення України в Одеській області,The office of the National Service of mediation and reconciliation of Ukraine in Odessa region,,,,Office of the National Service of Mediation and Reconciliation of Ukraine in Odesa Oblast (Region),,
Департамент державної архітектурно-будівельної інспекції в Одеській області,The Department of State architectural construction inspection in Odessa region,,,,Department of the State Architectural Construction Inspection in Odesa Oblast (Region),,
Головне управління Держсанепідслужби України в Одеській області,Main Department of State sanitary and epidemiological Service of Ukraine in Odessa region,,,,Main Division of the State Sanitary and Epidemiological Service of Ukraine in Odesa Oblast (Region),,
Державна інспекція сільського господарства в Одеській області,State Inspectorate of agriculture in the Odessa region,,,,State Inspectorate of Agriculture in the Odesa Oblast (Region),,
Головне управління Державної міграційної служби в Одеській області,General Division of State migration Service in Odessa region,,,,Main Division of the State Migration Service in Odesa Oblast (Region),,
"Західно-Чорноморське басейнове управління охорони, використання і відтворення біоресурсів та регулювання рибальства","The West black sea basin Department of protection, use and reproduction of biological resources and fishery regulation",,,,"West Black Sea Basin Division of Protection, Use and Reproduction of Biological Resources and Fishery Regulation",,
Чорноморське міжрегіональне територіальне управління Державної інспекції України з безпеки на морському та річковому транспорті,Black sea interregional Territorial  Department of the State inspection of Ukraine on safety on sea and river transport,,,,Black Sea Interregional Territorial  Division of the State Inspection of Ukraine for Sea and River Transport Safety,,
Головне управління Держсанепідслужби у Дніпропетровській області,Main Department of State sanitary and epidemiological Service in Dnipropetrovsk region,,,,Main Division of the State Sanitary and Epidemiological Service in Dnipropetrovsk Oblast (Region),,
